user,item,rating,genre
29,218,5.0,"fiction, mystery, suspense, crime, ebooks, contemporary, thriller"
30,85,2.0,"fiction, biography, thriller, crime, classics, history, contemporary"
30,63,4.0,"crime, classics, thriller, ebooks, mystery, contemporary, fiction"
30,219,4.0,"fiction, fantasy, history, science, philosophy, ebooks"
30,132,3.0,"fiction, mystery, fantasy, classics, contemporary"
30,171,4.0,"psychology, classics, nonfiction, fantasy, fiction, religion, contemporary, ebooks, spirituality, philosophy"
30,220,1.0,"business, ebooks, nonfiction, psychology"
30,195,4.0,"science, nonfiction, history, classics, business"
30,111,4.0,"nonfiction, classics, business, philosophy, psychology, ebooks"
30,221,4.0,"fiction, classics, contemporary"
30,222,4.0,"psychology, ebooks, suspense, crime, thriller, fiction, mystery"
31,223,4.0,"ebooks, mystery, thriller, crime, fiction, suspense, horror, contemporary"
31,43,1.0,"history, romance, travel, fiction, classics"
31,78,4.0,"fiction, classics, crime"
31,46,4.0,"fiction, history, memoir, biography, ebooks, classics"
31,224,3.0,"ebooks, thriller, fiction, mystery, contemporary, crime, suspense"
31,225,4.0,"fiction, ebooks, nonfiction, biography, science, history, memoir, philosophy, psychology"
31,226,3.0,"classics, romance, poetry, fiction, nonfiction, philosophy"
31,36,3.0,"history, horror, religion, biography, psychology, classics, memoir, philosophy, ebooks"
31,185,3.0,"horror, thriller, fiction, mystery, crime, suspense, ebooks, contemporary"
31,227,3.0,"fiction, mystery, ebooks, crime, contemporary"
31,228,3.0,"contemporary, classics, romance, fiction, ebooks"
32,22,4.0,"mystery, romance, paranormal, classics, contemporary, fiction, fantasy"
32,23,3.0,"fiction, contemporary, mystery, paranormal, classics, fantasy"
32,24,3.0,"fantasy, fiction, classics, paranormal, contemporary, mystery"
32,3,3.0,"philosophy, ebooks, religion, science, classics, fantasy, fiction"
32,76,3.0,"classics, romance, ebooks, fiction"
32,48,4.0,"classics, fiction, romance, ebooks, religion"
32,126,3.0,"romance, science, classics, fantasy, fiction"
32,127,4.0,"contemporary, poetry, biography, fiction, nonfiction, memoir"
32,86,4.0,"biography, fiction, classics, history, memoir, contemporary, philosophy, travel, nonfiction"
32,63,4.0,"classics, fiction, ebooks, thriller, crime, contemporary, mystery"
32,88,3.0,"psychology, nonfiction, business"
32,199,4.0,"nonfiction, philosophy, psychology, classics, fiction, contemporary, history, ebooks, business"
32,16,3.0,"classics, history, philosophy, science, psychology, art, business, nonfiction"
32,118,3.0,"philosophy, biography, business, psychology, history, memoir, nonfiction"
32,229,2.0,"history, fiction, memoir, classics, travel, nonfiction, contemporary, biography"
32,230,3.0,"thriller, romance, fiction, suspense, christian, ebooks, horror, fantasy, mystery, religion, contemporary, paranormal"
32,231,4.0,"fiction, thriller, mystery, classics, crime, suspense, ebooks"
32,232,5.0,"fiction, contemporary, classics, ebooks"
32,233,3.0,"classics, ebooks, mystery, contemporary, fiction"
33,180,3.0,"fiction, fantasy, science, ebooks"
33,234,3.0,"mystery, ebooks, religion, contemporary, thriller, classics, science, fantasy, fiction"
33,187,3.0,"thriller, crime, ebooks, suspense, fiction, mystery"
33,183,4.0,"classics, fiction, ebooks, history, travel, fantasy"
33,184,2.0,"travel, classics, ebooks, romance, fiction"
33,235,5.0,"nonfiction, business, psychology, ebooks, art"
33,191,3.0,"fiction, contemporary, romance, history"
33,236,4.0,"contemporary, fiction, classics, philosophy, religion"
33,237,4.0,"classics, biography, ebooks, fiction, contemporary"
33,192,3.0,"fiction, contemporary, mystery, history, ebooks, crime"
34,14,4.0,"psychology, music, fiction, sports, memoir, biography, history, philosophy, science, contemporary, nonfiction"
34,106,4.0,"memoir, business, philosophy, contemporary, ebooks, romance, fiction, biography, nonfiction, psychology"
34,37,4.0,"nonfiction, classics, history, fiction, biography, ebooks"
34,38,4.0,"classics, contemporary, thriller, history, crime, suspense, ebooks, romance, fantasy, mystery, fiction"
34,181,5.0,"classics, poetry, philosophy, history, psychology, fantasy, fiction"
34,40,3.0,"fiction, romance, contemporary, classics, ebooks"
34,220,4.0,"psychology, business, nonfiction, ebooks"
34,238,3.0,"psychology, classics, spirituality, contemporary, christian, fiction, nonfiction, romance, ebooks"
34,239,3.0,"classics, fiction, ebooks, contemporary"
34,240,3.0,"ebooks, romance, contemporary, fiction"
34,78,3.0,"fiction, classics, crime"
34,241,2.0,"history, religion, nonfiction, ebooks, biography, fiction"
34,242,2.0,"fantasy, religion, contemporary, christian, fiction, history"
34,243,4.0,"classics, fiction, horror, fantasy, ebooks, mystery, philosophy, paranormal"
34,244,2.0,"contemporary, religion, history, classics, fiction"
34,151,4.0,"fiction, romance, history, fantasy, ebooks, classics"
35,2,5.0,"ebooks, fiction, classics, fantasy"
35,29,3.0,"science, classics, fantasy, philosophy, fiction, ebooks, religion"
35,3,4.0,"religion, science, ebooks, classics, philosophy, fiction, fantasy"
35,5,3.0,"ebooks, contemporary, romance, memoir, classics, fiction"
35,63,1.0,"thriller, ebooks, fiction, mystery, contemporary, crime, classics"
35,199,5.0,"philosophy, nonfiction, history, psychology, classics, ebooks, business, contemporary, fiction"
35,245,3.0,"fiction, fantasy, classics, contemporary"
35,184,3.0,"classics, fiction, romance, travel, ebooks"
35,246,3.0,"christian, classics, romance, fantasy, ebooks, contemporary, religion, philosophy, fiction, spirituality, history"
35,247,3.0,"suspense, fiction, mystery, contemporary, romance"
35,248,3.0,"fiction, fantasy, classics, suspense, ebooks, thriller, contemporary, horror"
36,22,5.0,"fantasy, fiction, classics, paranormal, mystery, romance, contemporary"
36,23,3.0,"mystery, contemporary, classics, paranormal, fantasy, fiction"
36,24,5.0,"fantasy, fiction, contemporary, mystery, paranormal, classics"
36,68,3.0,"mystery, paranormal, classics, fiction, fantasy, thriller, contemporary"
36,69,5.0,"fiction, travel, ebooks, philosophy, science, nonfiction, history"
36,70,5.0,"memoir, history, biography, fiction, contemporary, ebooks, nonfiction, travel"
36,72,4.0,"travel, nonfiction, memoir, biography, fiction, history, contemporary, ebooks"
36,57,5.0,"contemporary, fiction, ebooks, biography, history, memoir, travel, nonfiction"
36,125,3.0,"ebooks, contemporary, fiction, biography, memoir, nonfiction, travel, history"
36,59,4.0,"history, fiction, contemporary, classics, ebooks"
36,60,4.0,"classics, fiction, ebooks"
36,28,5.0,"nonfiction, ebooks"
36,61,5.0,"fiction, fantasy, classics, ebooks, philosophy, religion, science"
36,84,4.0,"science, classics, fantasy, art, nonfiction, fiction"
36,74,2.0,"history, contemporary, sports, memoir, classics, fiction"
36,131,5.0,"philosophy, fiction, classics, fantasy, science, religion, ebooks"
36,127,3.0,"contemporary, poetry, biography, fiction, nonfiction, memoir"
36,87,5.0,"romance, thriller, fiction, contemporary, mystery, crime, philosophy"
36,88,4.0,"psychology, business, nonfiction"
36,159,3.0,"nonfiction, business, history, biography, fiction, memoir, ebooks"
36,205,4.0,"nonfiction, science, psychology, business, philosophy, history, ebooks, contemporary, fiction"
36,220,3.0,"business, nonfiction, ebooks, psychology"
36,83,4.0,"nonfiction, biography, travel, classics, memoir, fiction, history, contemporary, philosophy, ebooks"
37,28,2.0,"ebooks, nonfiction"
37,3,5.0,"fiction, fantasy, classics, science, philosophy, ebooks, religion"
37,5,4.0,"contemporary, ebooks, classics, memoir, romance, fiction"
37,76,4.0,"ebooks, romance, fiction, classics"
37,62,5.0,"classics, fiction, fantasy"
37,127,4.0,"biography, fiction, nonfiction, memoir, poetry, contemporary"
37,63,5.0,"classics, contemporary, crime, fiction, mystery, ebooks, thriller"
37,88,5.0,"psychology, nonfiction, business"
37,64,5.0,"classics, philosophy, business, contemporary, fantasy, romance, mystery, ebooks, science, fiction"
37,65,3.0,"nonfiction, ebooks, classics, business, spirituality"
37,205,4.0,"contemporary, ebooks, history, business, nonfiction, fiction, science, psychology, philosophy"
37,249,3.0,"philosophy, contemporary, romance, spirituality, ebooks, classics, fiction"
37,128,5.0,"thriller, mystery, fiction, crime, classics, ebooks, suspense"
37,250,4.0,"fiction, paranormal, horror, fantasy, comics, manga"
37,251,5.0,"ebooks, fantasy, fiction, mystery, romance, paranormal, contemporary"
37,173,4.0,"history, classics, romance"
37,44,4.0,"fiction, biography, contemporary, ebooks, memoir, nonfiction"
38,123,4.0,"romance, mystery, paranormal, fiction, fantasy"
38,24,1.0,"fiction, fantasy, classics, paranormal, mystery, contemporary"
38,68,1.0,"mystery, contemporary, thriller, fantasy, fiction, classics, paranormal"
38,124,2.0,"philosophy, contemporary, ebooks, science, classics, fantasy, fiction"
38,69,4.0,"history, nonfiction, science, philosophy, ebooks, travel, fiction"
38,70,4.0,"travel, nonfiction, memoir, history, biography, fiction, ebooks, contemporary"
38,71,4.0,"ebooks, fiction, history, travel, biography, memoir, nonfiction, science, contemporary"
38,57,4.0,"nonfiction, travel, fiction, contemporary, ebooks, memoir, biography, history"
38,73,3.0,"fiction, classics, contemporary"
38,49,4.0,"classics, ebooks, fantasy, fiction, science"
38,85,4.0,"contemporary, biography, thriller, crime, classics, history, fiction"
38,63,4.0,"ebooks, thriller, classics, crime, contemporary, mystery, fiction"
38,13,3.0,"contemporary, history, ebooks, fiction, biography, memoir, music, nonfiction, travel"
38,14,4.0,"nonfiction, music, memoir, fiction, contemporary, philosophy, biography, sports, psychology, science, history"
38,33,5.0,"contemporary, romance, classics, ebooks, fiction"
38,147,3.0,"ebooks, spirituality, philosophy, fantasy, classics, fiction, religion, travel, romance, contemporary"
38,97,3.0,"nonfiction, philosophy, fiction, travel, classics, history"
38,89,4.0,"classics, poetry, fantasy, fiction, history, philosophy"
38,119,3.0,"classics, fiction, romance, ebooks"
38,208,3.0,"horror, memoir, suspense, thriller, fantasy, contemporary, ebooks, mystery, fiction"
38,252,4.0,"philosophy, contemporary, fiction, nonfiction, memoir, classics, biography, history, ebooks"
38,94,4.0,"travel, memoir, classics, nonfiction, biography, fiction, history"
38,253,4.0,"fantasy, horror, ebooks, fiction, romance"
39,206,5.0,"fiction, philosophy, nonfiction, history, ebooks, poetry, classics"
39,254,4.0,"romance, history, fiction, poetry, fantasy, classics"
39,255,5.0,"spirituality, ebooks, contemporary, biography, fiction, religion, nonfiction, memoir, travel"
39,256,3.0,"history, fiction, classics"
39,241,2.0,"biography, fiction, religion, nonfiction, history, ebooks"
39,242,2.0,"history, fantasy, religion, contemporary, christian, fiction"
39,257,3.0,"classics, fiction, poetry, nonfiction, memoir, biography, contemporary, spirituality, history"
39,258,3.0,"fiction, contemporary, psychology, romance, classics"
39,259,4.0,"contemporary, fiction, ebooks, classics"
39,151,4.0,"ebooks, classics, fiction, romance, history, fantasy"
40,125,4.0,"contemporary, fiction, history, biography, memoir, nonfiction, ebooks, travel"
40,25,5.0,"contemporary, ebooks, history, nonfiction"
40,26,1.0,"classics, fantasy, fiction"
40,58,4.0,"ebooks, fiction, fantasy, classics"
40,2,2.0,"ebooks, classics, fiction, fantasy"
40,59,5.0,"classics, ebooks, contemporary, history, fiction"
40,28,3.0,"ebooks, nonfiction"
40,61,5.0,"ebooks, classics, fantasy, fiction, science, philosophy, religion"
40,84,3.0,"art, fantasy, science, classics, fiction, nonfiction"
40,74,4.0,"fiction, classics, history, contemporary, sports, memoir"
40,7,3.0,"poetry, religion, ebooks, spirituality, romance, philosophy, classics, fantasy"
40,48,3.0,"religion, ebooks, fiction, romance, classics"
40,126,5.0,"fantasy, classics, science, romance, fiction"
40,86,4.0,"memoir, history, classics, philosophy, fiction, travel, biography, contemporary, nonfiction"
40,88,5.0,"psychology, business, nonfiction"
40,132,5.0,"fantasy, mystery, classics, fiction, contemporary"
41,27,4.0,"fantasy, art, fiction, nonfiction, science"
41,73,4.0,"contemporary, classics, fiction"
41,29,4.0,"ebooks, science, fantasy, fiction, classics, philosophy, religion"
41,61,4.0,"philosophy, religion, ebooks, science, classics, fantasy, fiction"
41,76,3.0,"ebooks, romance, fiction, classics"
41,30,3.0,"suspense, contemporary, fantasy, thriller, mystery, horror, classics, fiction, history, crime"
41,127,3.0,"memoir, nonfiction, fiction, biography, poetry, contemporary"
41,88,3.0,"psychology, nonfiction, business"
41,118,4.0,"philosophy, psychology, history, nonfiction, biography, business, memoir"
41,164,4.0,"contemporary, psychology, memoir, sports, nonfiction, ebooks, science, history, fiction, business, biography"
41,103,4.0,"suspense, fiction, contemporary, music, romance, classics, mystery"
41,260,3.0,"romance, ebooks, thriller, suspense, crime, mystery, horror, classics"
42,47,4.0,"fantasy, history, thriller, ebooks, fiction, classics"
42,49,4.0,"fiction, science, ebooks, classics, fantasy"
42,85,5.0,"contemporary, history, biography, thriller, crime, classics, fiction"
42,261,1.0,"philosophy, ebooks, fantasy, history, fiction, classics, contemporary, science"
42,63,5.0,"thriller, classics, crime, ebooks, contemporary, mystery, fiction"
42,16,5.0,"nonfiction, business, art, psychology, science, philosophy, history, classics"
42,262,4.0,"suspense, ebooks, mystery, thriller, history, fiction, travel, crime, classics"
42,37,4.0,"ebooks, classics, biography, fiction, nonfiction, history"
42,205,4.0,"nonfiction, science, psychology, business, philosophy, history, fiction, contemporary, ebooks"
42,38,5.0,"ebooks, contemporary, suspense, classics, history, crime, thriller, romance, fantasy, mystery, fiction"
42,97,2.0,"nonfiction, classics, history, fiction, philosophy, travel"
42,215,5.0,"philosophy, history, fiction, poetry"
42,40,5.0,"ebooks, classics, contemporary, romance, fiction"
42,99,3.0,"history, fiction, ebooks, fantasy, classics, contemporary, art, mystery, romance, religion"
42,202,4.0,"business, nonfiction, philosophy, classics, history, ebooks, science"
42,263,3.0,"contemporary, fiction, romance, memoir, travel, biography, nonfiction, ebooks"
42,231,3.0,"ebooks, suspense, crime, classics, mystery, thriller, fiction"
43,8,4.0,"romance, contemporary, fiction, classics"
43,14,4.0,"music, science, psychology, sports, biography, history, philosophy, contemporary, memoir, nonfiction, fiction"
43,199,4.0,"contemporary, ebooks, business, history, classics, psychology, fiction, nonfiction, philosophy"
43,82,3.0,"romance, contemporary, ebooks, fiction, fantasy, classics, philosophy, spirituality, mystery, religion, travel"
43,264,5.0,"philosophy, crime, contemporary, ebooks, memoir, biography, travel, history, fiction, nonfiction, religion, psychology"
43,201,3.0,"nonfiction, business, history, philosophy, science"
43,265,3.0,"romance, fiction, classics, history, ebooks, religion, contemporary"
43,109,3.0,"thriller, suspense, ebooks, crime, fiction, mystery, classics"
43,232,2.0,"classics, ebooks, contemporary, fiction"
43,266,1.0,"fiction, classics, contemporary"
44,147,4.0,"ebooks, travel, spirituality, contemporary, philosophy, fantasy, classics, fiction, religion, romance"
44,97,4.0,"travel, fiction, philosophy, nonfiction, classics, history"
44,182,3.0,"mystery, contemporary, crime, history, fiction, classics"
44,267,3.0,"fiction, mystery, romance, ebooks, suspense, thriller, contemporary"
44,268,5.0,"contemporary, fiction"
